,Link,Cập nhật ngày,Tên tòa nhà,Địa chỉ,Đường,Phường,Quận,Tỉnh,Số tầng,Diện tích cho thuê,Giá thuê,Phí quản lý,Phí gửi xe máy,Phí gửi ô tô,Tiền điện,Phí ngoài giờ,Thời gian thiết kế văn phòng,Thời gian thuê,Đặt cọc,Thanh toán
434,https://vlook.vn/van-phong-cho-thue/do-dau-minh-tri-phan-dinh-phung-quan-phu-nhuan/,22/12/2020,ĐỖ ĐẦU MINH TRÍ,"Phan Đình Phùng, Phường 17, Quận Phú Nhuận",Phan Đình Phùng,Phường 17,Quận Phú Nhuận,HCM,1 Trệt – 4 Tầng – 1 Thang máy,26 – 30 – 45 – 50 – 95 – 300 m2,11.3$ /m2,3$ /m2,200.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Đơn giá 4.000đ /kWh,0.02$ /m2 /giờ,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo quý
435,https://vlook.vn/van-phong-cho-thue/dat-phuong-nam-building-chu-van-an-quan-binh-thanh/,22/12/2020,ĐẤT PHƯƠNG NAM BUILDING,"Chu Văn An, Phường 12, Quận Bình Thạnh",Chu Văn An,Phường 12,Quận Bình Thạnh,HCM,1 Hầm – 1 Trệt – 15 Tầng – 2 Thang máy – 3 Block,102 – 130 – 141 – 275 m2,12$ /m2,0$ /m2,100.000đ /tháng,Thỏa thuận,Có đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
436,https://vlook.vn/van-phong-cho-thue/dong-van-cong-building-quan-2/,29/01/2021,ĐỒNG VĂN CỐNG BUILDING,"Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2",Đồng Văn Cống,Phường Thạnh Mỹ Lợi,Quận 2,HCM,1 Trệt – 3 Tầng – 1 Thang máy,80 – 160 – 240 – 320 m2,12.5$ /m2,0$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng
437,https://vlook.vn/van-phong-cho-thue/dong-tay-tci-building-van-phong-cho-thue-quan-binh-thanh/,22/12/2020,ĐÔNG TÂY TCI BUILDING,"Nguyễn Hữu Cảnh, Phường 19, Quận Bình Thạnh",Nguyễn Hữu Cảnh,Phường 19,Quận Bình Thạnh,HCM,1 Hầm – 1 Trệt – 8 Tầng – 1 Thang máy,30 –> 200 m2,15$ /m2,2$ /m2,Theo qui định của tòa nhà,Thỏa thuận,3000đ/ kw,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng
438,https://vlook.vn/van-phong-cho-thue/dong-tay-building-tran-nao-quan-2/,29/01/2021,ĐÔNG TÂY BUILDING,"Trần Não, Phường Bình An, Quận 2",Trần Não,Phường Bình An,Quận 2,HCM,1 Hầm – 1 Trệt – 1 Lửng – 6 Tầng – 1 Thang máy,80 – 164 – 328 – 492 m2,20$ /m2,3$ /m2,120.000đ /tháng,1.200.000đ /tháng,Đồng hồ riêng. Đơn giá 5.500đ /Kwh,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo quý
439,https://vlook.vn/van-phong-cho-thue/duc-khai-building-lac-long-quan-quan-tan-binh/,22/12/2020,ĐỨC KHẢI BUILDING,"Lạc Long Quân, Phường 10, Quận Tân Bình",Lạc Long Quân,Phường 10,Quận Tân Bình,HCM,2 Hầm – 1 Trệt – 1 Lửng – 17 Tầng – 5 Thang Máy,100 –  200 – 300 –  400 –  500 – > 3.000 m2,6$ /m2,0.5$ /m2,100.000đ /tháng,Thỏa thuận,Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
440,https://vlook.vn/van-phong-cho-thue/dp-building-nguyen-huu-canh-quan-binh-thanh/,22/12/2020,ĐP BUILDING,"Nguyễn Hữu Cảnh, Phường 19, Quận Bình Thạnh",Nguyễn Hữu Cảnh,Phường 19,Quận Bình Thạnh,HCM,1 Trệt – 1 Lửng – 4 Tầng – 1 Thang Máy,24 – 43 – 86  m2,11.5$ /m2,2$ /m2,120.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
441,https://vlook.vn/van-phong-cho-thue/dong-nai-building-cho-thue-van-phong-quan-10/,19/01/2021,ĐỒNG NAI BUILDING,"Đồng Nai, Phường 15, Quận 10",Đồng Nai,Phường 15,Quận 10,HCM,1 Hầm – 1 Trệt – 4 Tầng – 1 Thang máy,34 – 60 – 94 – 110 m2,22$ /m2,1$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
442,https://vlook.vn/van-phong-cho-thue/dong-phuong-plaza-cach-mang-thang-tam-quan-tan-binh/,22/12/2020,ĐÔNG PHƯƠNG PLAZA,"Cách Mạng Tháng Tám, Phường 5, Quận Tân Bình",Cách Mạng Tháng Tám,Phường 5,Quận Tân Bình,HCM,1 Hầm – 1 Trệt – 10 Tầng – 2 Thang máy,30 – 40 – 50 – 100 – 150 – 290 – 580 m2,10.5$ /m2,2.5$ /m2,150.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
443,https://vlook.vn/van-phong-cho-thue/dong-den-building-quan-tan-binh/,22/12/2020,ĐỒNG ĐEN BUILDING,"Đồng Đen, Phường 11, Quận Tân Bình",Đồng Đen,Phường 11,Quận Tân Bình,HCM,1 Trệt – 1 Tầng – 1 Thang bộ,52 – 104 m2,6$ /m2,0$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
444,https://vlook.vn/van-phong-cho-thue/dong-a-building-van-phong-cho-thue-quan-phu-nhuan/,22/12/2020,ĐÔNG Á BUILDING,"Hoàng Văn Thụ, Phường 8, Quận Phú Nhuận",Hoàng Văn Thụ,Phường 8,Quận Phú Nhuận,HCM,1 Hầm – 1 Trệt – 5 Tầng – 1 Thang máy,50 m2,8.5$ /m2,2$ /m2,6$ /tháng,60$ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
445,https://vlook.vn/van-phong-cho-thue/doi-moi-building-bach-dang-quan-tan-binh/,22/12/2020,ĐỔI MỚI BUILDING,"Bạch Đằng, Phường 2, Quận Tân Bình",Bạch Đằng,Phường 2,Quận Tân Bình,HCM,1 Trệt – 5 Tầng – 1 Thang Máy,40 – 45 – 90 m2,5.4$ /m2,1$ /m2,5$ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
446,https://vlook.vn/van-phong-cho-thue/doan-hai-plaza-van-phong-cho-thue-quan-tan-binh/,22/12/2020,ĐOÀN HẢI PLAZA,"Trường Chinh, Phường 15, Quận Tân Bình",Trường Chinh,Phường 15,Quận Tân Bình,HCM,1 Hầm – 1 Trệt – 5 Tầng – 2 Thang máy,50 – 400 m2,10$ /m2,2$ /m2,Theo qui định của tòa nhà,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
447,https://vlook.vn/van-phong-cho-thue/do-tran-building-cho-thue-van-phong-quan-1/,04/02/2021,ĐỖ TRẦN BUILDING,"Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1",Nguyễn Thị Minh Khai,Phường Đa Kao,Quận 1,HCM,1 Hầm – 1 Trệt – 7 Tầng – 2 Thang máy,30 – 45 – 60 – 100 – 200 m2,11$ /m2,3$ /m2,8$ /tháng,140$ /tháng,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
448,https://vlook.vn/van-phong-cho-thue/do-thanh-mekong-building-cho-thue-van-phong-quan-3/,03/02/2021,Đô Thành Mekong Building,"Cao Thắng, Phường 3, Quận 3",Cao Thắng,Phường 3,Quận 3,HCM,2 hầm – 1 trệt – 10 tầng – 1 thang máy,120 – 140 – 220 – 500 m2,19$ /m2,4$ /m2,6$/ tháng,100$ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo quý
449,https://vlook.vn/van-phong-cho-thue/do-dau-thanh-nguyen-cach-mang-thang-tam-quan-3/,03/02/2021,ĐỖ ĐẦU THÀNH NGUYÊN,"Cách Mạng Tháng Tám, Phường 11, Quận 3",Cách Mạng Tháng Tám,Phường 11,Quận 3,HCM,1 Hầm – 1 Trệt – 1 Lửng – 9 Tầng – 1 Thang máy,20 – 70 – 100 – 135 – 240 – 360 – 945 M2,12.5$ /m2,2$ /m2,200.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Đơn giá 4.000đ /Kwh,0.02$ /m2 /giờ,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo quý
450,https://vlook.vn/van-phong-cho-thue/emas-building-to-hien-thanh-quan-10/,19/01/2021,EMAS BUILDING,"Tô Hiến Thành, Phường 13, Quận 10",Tô Hiến Thành,Phường 13,Quận 10,HCM,1 Hầm – 1 Trệt – 4 Tầng – 1 Thang bộ,30 – 60 – 80 – 160 – 320 m2,8.8$ /m2,0$ /m2,120.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Miễn phí (đến 20:30),"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,2  tháng,Theo tháng
451,https://vlook.vn/van-phong-cho-thue/emas-building-su-van-hanh-quan-10/,19/01/2021,EMAS BUILDING,"Sư Vạn Hạnh, Phường 12, Quận 10",Sư Vạn Hạnh,Phường 12,Quận 10,HCM,1 Hầm – 1 Trệt – 3 Tầng – 1 Thang bộ,75 – 150 – 188 m2,9$ /m2,1$ /m2,120.000đ /tháng,1.000.000đ /tháng,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  10-30  ngày, tùy diện tích",Tối thiểu  1  năm,3  tháng,Theo tháng
452,https://vlook.vn/van-phong-cho-thue/elken-building-dien-bien-phu-quan-1/,04/02/2021,ELKEN BUILDING,"Điện Biên Phủ, Phường Đa Kao, Quận 1",Điện Biên Phủ,Phường Đa Kao,Quận 1,HCM,1 Hầm – 1 Trệt – 1 Lửng – 5 Tầng – 1 Thang máy,45 – 55 – 110 – 220 – 500 m2,11$ /m2,3$ /m2,150.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
453,https://vlook.vn/van-phong-cho-thue/van-phong-cho-thue-quan-phu-nhuan-elilink-building/,22/12/2020,ELILINK BUILDING,"Phan Xích Long, Phường 3, Quận Phú Nhuận",Phan Xích Long,Phường 3,Quận Phú Nhuận,HCM,1 Hầm – 1 Trệt – 1 Lửng – 8 Tầng – 1 Thang máy,54 – 100 – 150 – 250 – 700 m2,10$ /m2,2$ /m2,5$ /tháng,60$ /tháng,Theo giá nhà nước,Miễn phí,Thỏa thuận,Tối thiểu 2 năm,3 tháng,Theo tháng hoặc theo quý
454,https://vlook.vn/van-phong-cho-thue/eletec-building-bui-huu-nghia-quan-5/,27/01/2021,ELETEC BUILDING,"Bùi Hữu Nghĩa, Phường 5, Quận 5",Bùi Hữu Nghĩa,Phường 5,Quận 5,HCM,1 Trệt – 1 Lửng – 1 Tầng cao – 1 Thang bộ,40 – 50 – 100 – 190 m2,3$ /m2,0$ /m2,100.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  15-30  ngày, tùy diện tích",Tối thiểu  1  năm,3  tháng,Theo tháng
455,https://vlook.vn/van-phong-cho-thue/efg-building-cho-thue-van-phong-quan-10/,19/01/2021,EFG BUILDING,"Sư Vạn Hạnh, Phường 12, Quận 10",Sư Vạn Hạnh,Phường 12,Quận 10,HCM,1 Hầm – 1 Trệt – 5 Tầng – 1 Thang máy,40 – 80 – 130 m2,12$ /m2,2$ /m2,70.000đ/ tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 1 năm,3 tháng,Theo tháng
456,https://vlook.vn/van-phong-cho-thue/e-tunnel-building-mieu-noi-quan-binh-thanh/,22/12/2020,E-TUNNEL BUILDING,"L11-L12 Miếu Nổi, Phường 3, Quận Bình Thạnh",L11-L12 Miếu Nổi,Phường 3,Quận Bình Thạnh,HCM,1 Hầm – 1 Trệt – 7 Tầng – 1 Thang máy,26 – 56 m2,11.2$ /m2,3$ /m2,110.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Đơn giá 4.000đ /Kwh,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
457,https://vlook.vn/van-phong-cho-thue/ebm-building-cho-thue-van-phong-quan-binh-thanh/,22/12/2020,EBM BUILDING,"Ung Văn Khiêm, Phường 25, Quận Bình Thạnh",Ung Văn Khiêm,Phường 25,Quận Bình Thạnh,HCM,1 Hầm – 1 Trệt – 1 Lửng – 9 Tầng – 1 Thang máy,30 – 70 – 98 – 120 – 140 m2,18$ /m2,2$ /m2,9$/ tháng,90$ /tháng,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng hoặc theo quý
458,https://vlook.vn/van-phong-cho-thue/eco-smart-building-van-phong-cho-thue-quan-tan-binh/,22/12/2020,ECO SMART BUILDING,"Phổ Quang, Phường 2, Quận Tân Bình",Phổ Quang,Phường 2,Quận Tân Bình,HCM,1 Hầm – 6 Tầng – 1 Thang máy,40 – 60 – 80 – 120 m2,10$ /m2,2$ /m2,150.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
459,https://vlook.vn/van-phong-cho-thue/e-town-central-doan-van-bo-quan-4/,26/01/2021,E.TOWN CENTRAL,"7-11 Đoàn Văn Bơ, Phường 12, Quận 4",7-11 Đoàn Văn Bơ,Phường 12,Quận 4,HCM,5 Hầm – 1 Trệt – 25 Tầng – 10 Thang máy,133 – 174 – 189 – 378 – 720 – 1.300 m2,25$ /m2,6$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
460,https://vlook.vn/van-phong-cho-thue/duc-nhan-building-van-phong-cho-thue-quan-phu-nhuan/,22/12/2020,ĐỨC NHÂN OFFICE,"Phan Xích Long, Phường 7, Quận Phú Nhuận",Phan Xích Long,Phường 7,Quận Phú Nhuận,HCM,1 Hầm – 1 Trệt – 6 Tầng – 1 Thang máy,70m – 100 m2,13$ /m2,2$ /m2,6$ /tháng,60$ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
461,https://vlook.vn/van-phong-cho-thue/duc-linh-building-cho-thue-van-phong-quan-10/,19/01/2021,ĐỨC LINH BUILDING,"Lê Hồng Phong, Phường 12, Quận 10",Lê Hồng Phong,Phường 12,Quận 10,HCM,1 Hầm - 1 Trệt - 7 Tầng - 1 Thang máy,200 - 300 - 400 - 500 - 4.500 m2,11.5$ /m2,0$ /m2,200.000đ /tháng,1.200.000đ /tháng,Đồng hồ riêng. Đơn giá 3.760đ /Kwh,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  1  năm,3  tháng,Theo tháng
462,https://vlook.vn/van-phong-cho-thue/ecoworld-building-hoang-van-thu-quan-phu-nhuan/,22/12/2020,ECOWORLD BUILDING,"Hoàng Văn Thụ, Phường 8, Quận Phú Nhuận",Hoàng Văn Thụ,Phường 8,Quận Phú Nhuận,HCM,1 Hầm – 1 Trệt – 1 Lửng – 6 Tầng – 2 Thang máy,110 – 120 – 130 – 240 – 316 – 500 – 620 – 936 m2,18$ /m2,2$ /m2,150.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo quý
463,https://vlook.vn/van-phong-cho-thue/emc-building-nguyen-thi-nhung-quan-thu-duc/,02/02/2021,EMC BUILDING,"Nguyễn Thị Nhung, Phường Hiệp Bình Phước, Quận Thủ Đức",Nguyễn Thị Nhung,Phường Hiệp Bình Phước,Quận Thủ Đức,HCM,1 Trệt – 1 Lửng – 4 Tầng – 1 Thang máy,112 – 224 – 448 m2,8.5$ /m2,0$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  5  năm,3  tháng,Theo tháng hoặc theo quý
464,https://vlook.vn/van-phong-cho-thue/emerald-building-huynh-tinh-cua-quan-3/,03/02/2021,EMERALD BUILDING,"Huỳnh Tịnh Của, Phường 8, Quận 3",Huỳnh Tịnh Của,Phường 8,Quận 3,HCM,1 Hầm – 1 Trệt – 1 Lửng – 6 Tầng – 2 Thang máy,62 – 70 – 92 – 122 – 140 – 178 – 275 m2,15.3$ /m2,3$ /m2,200.000đ /tháng,Gửi bãi ngoài,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo quý
465,https://vlook.vn/van-phong-cho-thue/e-working-building-nguyen-thong-quan-3/,03/02/2021,E.Working Building,"Nguyễn Thông, Phường 9, Quận 3",Nguyễn Thông,Phường 9,Quận 3,HCM,1 Hầm – 1 Trệt – 9 Tầng – 1 Thang máy,55 – 100 – 155 – 310 – 620 – 1500 m2,17$ /m2,3$ /m2,10 USD/tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
466,https://vlook.vn/van-phong-cho-thue/eximbank-building-van-phong-gia-re-quan-3/,03/02/2021,EXIMBANK BUILDING,"Cách Mạng Tháng Tám, Phường 5, Quận 3",Cách Mạng Tháng Tám,Phường 5,Quận 3,HCM,1 Hầm – 1 Trệt – 8 Tầng – 1 Thang máy,50 – 150 m2,10$ /m2,3$ /m2,6$/ tháng,100$ /tháng,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng hoặc theo quý
467,https://vlook.vn/van-phong-cho-thue/exchange-tower-vo-van-kiet-quan-1/,04/02/2021,EXCHANGE TOWER,"Võ Văn Kiệt, Phường Nguyễn Thái Bình, Quận 1",Võ Văn Kiệt,Phường Nguyễn Thái Bình,Quận 1,HCM,1 Hầm – 1 Trệt – 12 Tầng – 3 Thang máy,88 – 135 – 255 –> 1.000 m2,25$ /m2,5$ /m2,150.000đ /tháng,1.600.000đ /tháng,Đồng hồ riêng. Miễn phí điều hòa trong giờ hành chính,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo quý
468,https://vlook.vn/van-phong-cho-thue/eva-service-building-nguyen-van-troi-quan-phu-nhuan/,22/12/2020,EVA SERVICE BUILDING,"Nguyễn Văn Trỗi, Phường 15, Quận Phú Nhuận",Nguyễn Văn Trỗi,Phường 15,Quận Phú Nhuận,HCM,1 Hầm – 1 Trệt – 9 Tầng – 2 Thang máy,60 – 110 – 150 – 250 m2,10$ /m2,3$ /m2,150.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng
469,https://vlook.vn/van-phong-cho-thue/eva-building-phan-khiem-ich-quan-7/,20/01/2021,EVA BUILDING,"Phan Khiêm Ích, Phường Tân Phong, Quận 7",Phan Khiêm Ích,Phường Tân Phong,Quận 7,HCM,1 Hầm – 1 Trệt – 3 Tầng – 1 Thang bộ,35 – 51.6 – 75 – 120 m2,10$ /m2,3$ /m2,1.000.000đ /tháng,1.200.000đ /tháng,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  15-30  ngày, tùy diện tích",Tối thiểu  1  năm,2-3  tháng,Theo tháng
470,https://vlook.vn/van-phong-cho-thue/epm-building-cho-thue-van-phong-quan-binh-thanh/,22/12/2020,EPM TOWER,"Ung Văn Khiêm, Phường 25, Quận Bình Thạnh",Ung Văn Khiêm,Phường 25,Quận Bình Thạnh,HCM,1 Hầm – 1 Trệt – 1 Lửng – 6 Tầng,40 –> 180 m2,10$ /m2,3$ /m2,5$ /tháng,150$ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng
471,https://vlook.vn/van-phong-cho-thue/endovina-tower-cho-thue-van-phong-quan-3/,03/02/2021,Endovina Tower,"Nguyễn Đình Chiểu, Phường 6, Quận 3",Nguyễn Đình Chiểu,Phường 6,Quận 3,HCM,1 Hầm – 1 Trệt – 1 Lửng – 12 Tầng – 2 Thang máy,168 – 181 – 191 – 269 – 406 – 435 m2,20$ /m2,5$ /m2,8$/ tháng,150$ /tháng,Đồng hồ riêng. Miễn phí điện lạnh trong giờ hành chính,Thỏa thuận,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo quý
472,https://vlook.vn/van-phong-cho-thue/etown-building-van-phong-cho-thue-quan-tan-binh/,22/12/2020,ETOWN BUILDING,"Cộng Hòa, Phường 13, Quận Tân Bình",Cộng Hòa,Phường 13,Quận Tân Bình,HCM,1 Hầm – 1 Trệt – 10 Tầng – 8 Thang máy,150 – 160 – 200 m2,21$ /m2,5$ /m2,6$/ tháng,60$ /tháng,Theo giá nhà nước,Thỏa thuận,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng hoặc theo quý
473,https://vlook.vn/van-phong-cho-thue/etown-5-building-cong-hoa-tan-binh/,22/12/2020,ETown 5 Building,"364 Cộng Hòa, Phường 13, Quận Tân Bình",364 Cộng Hòa,Phường 13,Quận Tân Bình,HCM,3 Hầm – 1 Trệt – 17 Tầng – 8 Thang máy,164 – 255 – 457 – 810 – 1700 – 5000 – 10000 m2,20$ /m2,5$ /m2,120.000đ /tháng,1.750.000đ /tháng,Đồng hồ riêng. Miễn phí máy lạnh trong giờ hành chính,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo quý
474,https://vlook.vn/van-phong-cho-thue/estar-building-cho-thue-van-phong-quan-3-gia-re/,03/02/2021,Estar Building,"Võ Văn Tần, Phường 6, Quận 3",Võ Văn Tần,Phường 6,Quận 3,HCM,2 Hầm – 1 Trệt – 12 Tầng – 2 Thang máy – 1 Thang chở hàng,50 – 95 – 105 – 150 – 200 – 290 – 450 m2,19$ /m2,3$ /m2,150.000đ/ tháng,2.300.000đ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 1 năm,3 tháng,Theo tháng
475,https://vlook.vn/van-phong-cho-thue/ereka-center-building-cho-thue-van-phong-quan-10/,19/01/2021,EREKA CENTER BUILDING,"Hồ Bá Kiện, Phường 15, Quận 10",Hồ Bá Kiện,Phường 15,Quận 10,HCM,1 Hầm – 1 Trệt – 5 Tầng – 1 Lửng – 1 Thang máy,14 – 28 – 52 – 65  – 120 – 150 m2,10$ /m2,0$ /m2,60.000đ /tháng,Không nhận giữ,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 1 năm,3 tháng,Theo tháng
476,https://vlook.vn/van-phong-cho-thue/empire-tower-cho-thue-van-phong-quan-1/,04/02/2021,EMPIRE TOWER,"Hàm Nghi, Phường Bến Nghé, Quận 1",Hàm Nghi,Phường Bến Nghé,Quận 1,HCM,1 Hầm – 1 Trệt – 14 Tầng – 2 Thang máy,40 – 60 – 80 – 100 – 160 m2,22$ /m2,5$ /m2,6$ /tháng,60$ /tháng,Đồng hồ riêng. Miễn phí điều hòa trong giờ hành chính,Thỏa thuận,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo quý
477,https://vlook.vn/van-phong-cho-thue/empress-tower-cho-thue-van-phong-quan-1/,04/02/2021,EMPRESS TOWER,"Hai Bà Trưng, Phường Đa Kao, Quận 1",Hai Bà Trưng,Phường Đa Kao,Quận 1,HCM,1 Hầm - 1 Trệt - 1 Lửng - 17 Tầng - 6 Thang máy,85 – 210 – 335 – 502 – 900 – 1200 m2,32$ /m2,6.6$ /m2,8$ /tháng,150$ /tháng,Đồng hồ riêng. Miễn phí điện lạnh trong giờ hành chính,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo quý
478,https://vlook.vn/van-phong-cho-thue/eva-building-nguyen-dinh-chinh-quan-phu-nhuan/,22/12/2020,EVA BUILDING NGUYỄN ĐÌNH CHÍNH,"Nguyễn Đình Chính, Phường 11, Quận Phú Nhuận",Nguyễn Đình Chính,Phường 11,Quận Phú Nhuận,HCM,1 Hầm – 1 Trệt – 8 Tầng – 2 Thang máy,150 – 340 – 680 – 1.360 – 2.720 m2,11$ /m2,2$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
479,https://vlook.vn/van-phong-cho-thue/emerald-tower-cho-thue-van-phong-quan-3/,03/02/2021,EMERALD TOWER,"Huỳnh Tịnh Của, Phường 8, Quận 3",Huỳnh Tịnh Của,Phường 8,Quận 3,HCM,1 Hầm – 1 Trệt – 1 Lửng – 5 Tầng – 2 Thang máy,58 – 64 – 100 – 140 – 230 m2,14$ /m2,2$ /m2,Miễn phí,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo quý
